original_content,new_content,removed_lines,top_sentence_tf_idf,published_at,source,topic
"Reacting to the post, fans took to Twitter and praised Jin. A person wrote, ""Seokjin always saying something classy, wise, and full of hidden meaning. This time he slapped haters with nice words. Remind them their bad attitude will hurt no one except themselves. That's what a genius would do, our manner-dol Jin."" Another fan said, "" Such a burn. I love Jin waiting to hit post."" ""The respect and admiration I have for Kim Seokjin,"" read another tweet. Earlier, BigHit issued a statement that read, ""Hello. This is BigHit Music. Our company regularly initiates legal proceedings against perpetrators of malicious activities related to BTS, including defamation, personal attacks, sexual harassment, the spread of groundless information, and ill-intentioned criticism. We would like to provide an update on these activities. We have recently filed additional criminal complaints against postings with personal attacks and defamation using new information provided by fans as well as collected through our monitoring initiatives."" It added, ""We have found multiple defamation postings containing false information about the artists on platforms in and outside of Korea. We also have found that a specific poster has been spreading the same ill-intentioned rumour in multiple platforms and filed a criminal complaint against the poster after gathering all of the repetitively uploaded postings. We are currently following our legal response process which monitors and collects evidence on malicious postings for 365 days and then includes them on the complaint. Active reporting of our fans has been a big help to our malicious postings monitoring initiatives."" ""We would also like to share with you that after an extended police investigation, we were able to identify the suspect and the case has been sent to the prosecutor’s office. Big Hit regularly collects information on malicious postings regarding BTS, reports them to the authorities and files criminal complaints. We would like to stress that we will continue to initiate strict measures to ensure that these malicious acts are not repeated, and our policy of no settlement and no leniency remains in effect. We ask that you make continued use of our hotline (protect@bighitmusic.co.kr) to report any cases of abuse. We will continue to work to ensure that the rights of our artists are fully protected. Thank you,"" it concluded. The dating rumours of V and Jennie started several weeks ago when a Twitter account shared a picture seemingly of the duo travelling together inside a car. After that, the account has been sharing edited photos of the duo regularly. The photos of V and Jennie together from different locations have been widely shared on social media platforms.","Our company regularly initiates legal proceedings against perpetrators of malicious activities related to BTS, including defamation, personal attacks, sexual harassment, the spread of groundless information, and ill-intentioned criticism.  We also have found that a specific poster has been spreading the same ill-intentioned rumour in multiple platforms and filed a criminal complaint against the poster after gathering all of the repetitively uploaded postings.  We would like to stress that we will continue to initiate strict measures to ensure that these malicious acts are not repeated, and our policy of no settlement and no leniency remains in effect","A person wrote, ""Seokjin always saying something classy, wise, and full of hidden meaning.  Active reporting of our fans has been a big help to our malicious postings monitoring initiatives.  After that, the account has been sharing edited photos of the duo regularly.  Big Hit regularly collects information on malicious postings regarding BTS, reports them to the authorities and files criminal complaints.  Earlier, BigHit issued a statement that read, ""Hello.  I love Jin waiting to hit post.  Remind them their bad attitude will hurt no one except themselves.  Thank you,"" it concluded.  That's what a genius would do, our manner-dol Jin.  The dating rumours of V and Jennie started several weeks ago when a Twitter account shared a picture seemingly of the duo travelling together inside a car.  The photos of V and Jennie together from different locations have been widely shared on social media platforms.  This is BigHit Music.  This time he slapped haters with nice words.  We are currently following our legal response process which monitors and collects evidence on malicious postings for 365 days and then includes them on the complaint.  We ask that you make continued use of our hotline (protect@bighitmusic.  We have recently filed additional criminal complaints against postings with personal attacks and defamation using new information provided by fans as well as collected through our monitoring initiatives.  We will continue to work to ensure that the rights of our artists are fully protected.  We would like to provide an update on these activities. "" ""The respect and admiration I have for Kim Seokjin,"" read another tweet. "" ""We would also like to share with you that after an extended police investigation, we were able to identify the suspect and the case has been sent to the prosecutor’s office. "" Another fan said, "" Such a burn. "" It added, ""We have found multiple defamation postings containing false information about the artists on platforms in and outside of Korea. Reacting to the post, fans took to Twitter and praised Jin. co. kr) to report any cases of abuse",5.223285272100455,2022-09-29T07:00:00Z,2,14
"Run BTS is one of the best songs from BTS' anthology album Proof. When the album dropped in June this year, Run BTS quickly became everyone's favourite song. So much so that the BTS ARMY would wonder if they'd ever get a performance or a choreography of Run BTS, just like For Youth and Yet To Come which were also a part of Proof. BTS had performed Yet To Come and For Youth at various South Korean variety shows and the BTS ARMY were waiting for the Run BTS performance which they got at the Busan concert. And the choreo is the talk of the ARMY town. A young kid did a dance cover of Run BTS and the Bangtan Boys need to stop and watch him, for real A video of a young kid is going viral and is the talk of the Twitter town and Hollywood News. He is seen performing the complex Run BTS choreography performed by the Bangtan Boys – RM, Jin, Suga, J-Hope, Jimin, Taehyung and Jungkook. The little kid has mastered the moves so well and oozes so much swag that he looks like he's drunk on the energies of the Bangtannies from the Yet To Come Busan Concert. The swag with which he performs Run BTS looks effortless and so easy-peasy. And someone needs to send this video to the Bangtan Boys ASAP It was for the first time that the BTS members performed Run BTS at the Yet To Come Busan concert. It was the trending big time for several days. Thankfully, the choreography and the performance was shared on Bangtan TV's Youtube channel. ARMY now binge-watches the performance every day. Jungkook's portion, the centrepiece is the most played part in the video","So much so that the BTS ARMY would wonder if they'd ever get a performance or a choreography of Run BTS, just like For Youth and Yet To Come which were also a part of Proof.  The little kid has mastered the moves so well and oozes so much swag that he looks like he's drunk on the energies of the Bangtannies from the Yet To Come Busan Concert","A young kid did a dance cover of Run BTS and the Bangtan Boys need to stop and watch him, for real A video of a young kid is going viral and is the talk of the Twitter town and Hollywood News.  ARMY now binge-watches the performance every day.  And someone needs to send this video to the Bangtan Boys ASAP It was for the first time that the BTS members performed Run BTS at the Yet To Come Busan concert.  And the choreo is the talk of the ARMY town.  BTS had performed Yet To Come and For Youth at various South Korean variety shows and the BTS ARMY were waiting for the Run BTS performance which they got at the Busan concert.  He is seen performing the complex Run BTS choreography performed by the Bangtan Boys – RM, Jin, Suga, J-Hope, Jimin, Taehyung and Jungkook.  It was the trending big time for several days.  Jungkook's portion, the centrepiece is the most played part in the video.  Thankfully, the choreography and the performance was shared on Bangtan TV's Youtube channel.  The swag with which he performs Run BTS looks effortless and so easy-peasy.  When the album dropped in June this year, Run BTS quickly became everyone's favourite song. Run BTS is one of the best songs from BTS' anthology album Proof",5.285897375139727,2022-10-31T07:00:00Z,1,14
"The youngest BTS member, Jungkook who is currently in Qatar for FIFA World Cup, posted a short video clip on Instagram flaunting his smooth moves on the track. He grooved with a slower version of the choreography inside his hotel room. Following him, BTS’ V aka Kim Taehyung added a new video to his Instagram Stories. It came with an Instagram filter which showed him from the shoulder up as he ditched a shirt. While he did not dance to Run BTS, he simply enjoyed the music and vibed to it. V who is also known for his quirkiness, also struck his tongue out towards the end of the video and teased his viewers. Meanwhile, several artists have tried their hands at the challenge on TikTok. HYBE’s Enhypen’s Ni-Ki and Jungwon, Le Sserafim, TXT’ Yeonjun, New Jeans, and Seventeen among others have joined the social media trend. Reacting to the popularity of the track, BTS fans aka ARMY have taken to Twitter to discuss if a possible music video for the song is on the way. One fan wrote, “Are we getting a RUN BTS video? What does all this mean,” “Run BTS challenge done by everyone with no context? We’re really walking in the dark right now,” added another one. Someone also said, “Run BTS has taken over the music of the world and I am not getting used to this.” The new social media campaign has raised hopes among ARMY to look forward to something new from BTS before enlisting in military service in South Korea. After releasing the single Astronaut, Jin will be the first one to join the force. Others will follow him soon. BTS leader, RM is the next to mark his solo debut with the album Indigo, releasing on December 2.","One fan wrote, “Are we getting a RUN BTS video? What does all this mean,” “Run BTS challenge done by everyone with no context? We’re really walking in the dark right now,” added another one. The youngest BTS member, Jungkook who is currently in Qatar for FIFA World Cup, posted a short video clip on Instagram flaunting his smooth moves on the track","After releasing the single Astronaut, Jin will be the first one to join the force.  BTS leader, RM is the next to mark his solo debut with the album Indigo, releasing on December 2.  Following him, BTS’ V aka Kim Taehyung added a new video to his Instagram Stories.  HYBE’s Enhypen’s Ni-Ki and Jungwon, Le Sserafim, TXT’ Yeonjun, New Jeans, and Seventeen among others have joined the social media trend.  He grooved with a slower version of the choreography inside his hotel room.  It came with an Instagram filter which showed him from the shoulder up as he ditched a shirt.  Meanwhile, several artists have tried their hands at the challenge on TikTok.  Others will follow him soon.  Reacting to the popularity of the track, BTS fans aka ARMY have taken to Twitter to discuss if a possible music video for the song is on the way.  Someone also said, “Run BTS has taken over the music of the world and I am not getting used to this.  V who is also known for his quirkiness, also struck his tongue out towards the end of the video and teased his viewers.  While he did not dance to Run BTS, he simply enjoyed the music and vibed to it. ” The new social media campaign has raised hopes among ARMY to look forward to something new from BTS before enlisting in military service in South Korea",5.355095930355783,2022-11-18T08:00:00Z,2,14
"BTS V aka Kim Taehyung has taken over everyone's hearts with his Instagram stories. The Run BTS singer is in Paris right now and ARMYs cannot keep calm. While the details about why Kim Taehyung is in Paris is not known. And just recently, Taehyung gave a small glimpse into what his day and work in Paris look like, through pictures on Instagram. He shared a lot of shirtless selfies on his gram and they are going viral and how! BTS ARMYs on Twitter is going crazy Just a couple of minutes ago, Kim Taehyung shared pictures - blurry and very picturesque on his Instagram. The first picture is a blurry picture of a building. The second one a blurry selfie with a fur coat. The third picture is of a ceiling which has a stunning chandelier. The fourth one is a selfie in which BTS V is seen shirtless. It's a mirror selfie on a ceiling Taehyung also shared a picture of a weighing scale. The Christmas Tree hitmaker currently weighs 63.4 kg. The last two pictures are his half-face selcas with gifs. The last one includes a gif of Pooh and someone knocking on the door of his hotel room. Taehyung loves clicking selfies and is known for its unique angles. His Instagram stories are going viral in Hollywood News ARMY is going bonkers. It's been a while since Taehyung had come on Instagram and interacted with the ARMYs. They are going gaga over his shirtless monochrome selfie. Check it out here: In his recent live, Taehyung had said that he would try and be more active on Instagram. He also talked about conducting an AMA session on Instagram","Check it out here: In his recent live, Taehyung had said that he would try and be more active on Instagram.  He shared a lot of shirtless selfies on his gram and they are going viral and how! BTS ARMYs on Twitter is going crazy Just a couple of minutes ago, Kim Taehyung shared pictures - blurry and very picturesque on his Instagram","And just recently, Taehyung gave a small glimpse into what his day and work in Paris look like, through pictures on Instagram.  He also talked about conducting an AMA session on Instagram.  His Instagram stories are going viral in Hollywood News ARMY is going bonkers.  It's a mirror selfie on a ceiling Taehyung also shared a picture of a weighing scale.  It's been a while since Taehyung had come on Instagram and interacted with the ARMYs.  Taehyung loves clicking selfies and is known for its unique angles.  The Christmas Tree hitmaker currently weighs 63.  The Run BTS singer is in Paris right now and ARMYs cannot keep calm.  The first picture is a blurry picture of a building.  The fourth one is a selfie in which BTS V is seen shirtless.  The last one includes a gif of Pooh and someone knocking on the door of his hotel room.  The last two pictures are his half-face selcas with gifs.  The second one a blurry selfie with a fur coat.  The third picture is of a ceiling which has a stunning chandelier.  They are going gaga over his shirtless monochrome selfie.  While the details about why Kim Taehyung is in Paris is not known. 4 kg. BTS V aka Kim Taehyung has taken over everyone's hearts with his Instagram stories",5.29362163024696,2022-11-19T08:00:00Z,1,14
"Recently, StarNews reported that V aka Kim Tae-hyung will also be a part of Seo Jin’s. It also said that he had gone to Mexico to film the show with his close friends Woo-shik and Seo-Joon. tvN has said, as quoted by Soompi, “Regarding the possibility of BTS member V appearing on tvN’s new variety show Seo Jin’s, we are in the process of checking whether it’s true with the producers who are currently filming on location abroad. Due to the difference in time zones, it’s taking some time for us to check the facts, so we ask for your understanding.” It has not yet revealed where the show is being filmed. Earlier, when the show’s production was announced, it had said, “For the sake of a safe and smooth shoot, we cannot reveal the filming location in advance.” Seo Jin’s will be a spin-off of Youn’s Kitchen and Lee Seo Jin will be the new boss. At the restaurant, he will be joined by Youn’s Kitchen's Seo-Joon, Jung Yu Mi and Woo-shik. Youn Yuh Jung is busy filming for the second season 2 of Pachinko. Seo Jin’s is currently slated to premiere in the first half of 2023. Earlier this year, the Wooga Squad members starred in the reality show In The Soop Friendcation along with Park Hyung-sik and Peakboy. They spent time with each other on the show in Goseong of Gangwon Province. The members took a four-day trip. Currently, V is busy with his special Me, Myself, and V photo folio, titled Veautiful Days. In the YouTube shorts released on Bangtan TV, V opted for a retro look as he wore blue and brown suits along with scarves around his neck. The actor shot for the project at outdoor locations.","In the YouTube shorts released on Bangtan TV, V opted for a retro look as he wore blue and brown suits along with scarves around his neck.  tvN has said, as quoted by Soompi, “Regarding the possibility of BTS member V appearing on tvN’s new variety show Seo Jin’s, we are in the process of checking whether it’s true with the producers who are currently filming on location abroad","At the restaurant, he will be joined by Youn’s Kitchen's Seo-Joon, Jung Yu Mi and Woo-shik.  Currently, V is busy with his special Me, Myself, and V photo folio, titled Veautiful Days.  Due to the difference in time zones, it’s taking some time for us to check the facts, so we ask for your understanding.  Earlier this year, the Wooga Squad members starred in the reality show In The Soop Friendcation along with Park Hyung-sik and Peakboy.  Earlier, when the show’s production was announced, it had said, “For the sake of a safe and smooth shoot, we cannot reveal the filming location in advance.  It also said that he had gone to Mexico to film the show with his close friends Woo-shik and Seo-Joon.  Seo Jin’s is currently slated to premiere in the first half of 2023.  The actor shot for the project at outdoor locations.  The members took a four-day trip.  They spent time with each other on the show in Goseong of Gangwon Province.  Youn Yuh Jung is busy filming for the second season 2 of Pachinko. Recently, StarNews reported that V aka Kim Tae-hyung will also be a part of Seo Jin’s. ” It has not yet revealed where the show is being filmed. ” Seo Jin’s will be a spin-off of Youn’s Kitchen and Lee Seo Jin will be the new boss",5.630987721553607,2022-12-07T08:00:00Z,2,14
"K-Pop is synonymous with fan wars. BLACKPINK's Blinks and TWICE's Onces have been embroiled in a heated debate on social media ever since the Dahyun incident. It so happened that Kim Da-Hyun was doing a live with her fans when Lisa's music video, Lalisa came. As we know, it is one of the biggest K-Pop hits of 2021-22. The song is a bop and Lisa has picked up awards for the same. Da-hyun was playing songs of TWICE for fans when she skipped the music video of Lalisa that apparently came as an ad. This did not go down well with a certain section of Blackpink fandom. As per some Blinks, Da-hyun apparently lied that she did not have YT Premium account After that incident, tempers of TWICE and BLACKPINK fans rose on social media. As we know, verbal slurs on Twitter can be very derogatory and both fandoms slugged it out. Now, TWICE have written on Twitter that some Blinks cyber bullied and doxxed an admin of one of their biggest fan pages. Doxxing is leaking out someone's private information on social media with a malicious intent. This has apparently affected the health of the person who is now seeking treatment in a hospital. The hashtag #Blinkscyberbullying' is trending since early morning. Take a look at the tweets What has upset many is that the name of Jonghyun has been dragged in too. Fans know that he is a late K-Pop vocalist who died by suicide. It is one of the biggest recent tragedies in the industry. The BLACKPINK members are busy with their comeback, Pink Venom which is doing quite well","As per some Blinks, Da-hyun apparently lied that she did not have YT Premium account After that incident, tempers of TWICE and BLACKPINK fans rose on social media.  Da-hyun was playing songs of TWICE for fans when she skipped the music video of Lalisa that apparently came as an ad","As we know, it is one of the biggest K-Pop hits of 2021-22.  As we know, verbal slurs on Twitter can be very derogatory and both fandoms slugged it out.  BLACKPINK's Blinks and TWICE's Onces have been embroiled in a heated debate on social media ever since the Dahyun incident.  Doxxing is leaking out someone's private information on social media with a malicious intent.  Fans know that he is a late K-Pop vocalist who died by suicide.  It is one of the biggest recent tragedies in the industry.  It so happened that Kim Da-Hyun was doing a live with her fans when Lisa's music video, Lalisa came.  Now, TWICE have written on Twitter that some Blinks cyber bullied and doxxed an admin of one of their biggest fan pages.  Take a look at the tweets What has upset many is that the name of Jonghyun has been dragged in too.  The BLACKPINK members are busy with their comeback, Pink Venom which is doing quite well.  The hashtag #Blinkscyberbullying' is trending since early morning.  The song is a bop and Lisa has picked up awards for the same.  This did not go down well with a certain section of Blackpink fandom.  This has apparently affected the health of the person who is now seeking treatment in a hospital. K-Pop is synonymous with fan wars",5.214443326047176,2022-09-25T07:00:00Z,1,12
"Suga recalled that they had a tough time during rehearsals as Jin, who was only part of the second half of the performance, had surgery on his index finger. Meanwhile, J-Hope and Jungkook had to be in quarantine, after testing positive for Covid-19. Suga said that it was unlikely that the band would be delivering a performance of that scale anytime soon. Suga told Weverse magazine, ""We actually practiced really hard. (laughs) We’re not going to do that kind of performance again for quite a while. We had a part that involved clothes and there was a dance break in the middle, too. The process of getting ready was extremely hectic, too: Seokjin got hurt, and Hobi and Jung Kook were in quarantine, so there were times when it was just four of us. It was an experience I won’t soon forget. And the directors were really enthusiastic about the performance. So it was a bit stressful getting ready … but I guess it was also sort of fun, looking back now."" He added, ""The performance went off without a hitch anyway. The part of the performance involving our clothes kept not working out, including during the rehearsal the day before, so I thought we must have had some kind of luck because it ended up going fine on the day regardless. Whenever we try to do something like that, we typically always fail. (laughs) Viewers wouldn’t realize it, but we talk about it a lot between ourselves, so we were really worried, but fortunately it all turned out in the end."" Earlier in June, BTS released their new album Proof, and also celebrated the ninth anniversary of their debut. They spoke about focusing more on their original careers in their annual Festa dinner party video, which led to reports that the band was going on a hiatus. RM and Jungkook as well as the band's agency Big Hit Entertainment denied these reports.","The part of the performance involving our clothes kept not working out, including during the rehearsal the day before, so I thought we must have had some kind of luck because it ended up going fine on the day regardless.  The process of getting ready was extremely hectic, too: Seokjin got hurt, and Hobi and Jung Kook were in quarantine, so there were times when it was just four of us","(laughs) Viewers wouldn’t realize it, but we talk about it a lot between ourselves, so we were really worried, but fortunately it all turned out in the end.  (laughs) We’re not going to do that kind of performance again for quite a while.  And the directors were really enthusiastic about the performance.  It was an experience I won’t soon forget.  Meanwhile, J-Hope and Jungkook had to be in quarantine, after testing positive for Covid-19.  RM and Jungkook as well as the band's agency Big Hit Entertainment denied these reports.  So it was a bit stressful getting ready … but I guess it was also sort of fun, looking back now.  Suga said that it was unlikely that the band would be delivering a performance of that scale anytime soon.  Suga told Weverse magazine, ""We actually practiced really hard.  They spoke about focusing more on their original careers in their annual Festa dinner party video, which led to reports that the band was going on a hiatus.  We had a part that involved clothes and there was a dance break in the middle, too.  Whenever we try to do something like that, we typically always fail. "" Earlier in June, BTS released their new album Proof, and also celebrated the ninth anniversary of their debut. "" He added, ""The performance went off without a hitch anyway. Suga recalled that they had a tough time during rehearsals as Jin, who was only part of the second half of the performance, had surgery on his index finger",5.4619997698312925,2022-06-16T07:00:00Z,2,11
"Suga took to his Weverse account to share a glimpse of Holly covering his neck like a blanket. As per translation by a fan page, he captioned it, ""Last in the rank at home. It's not a muffler but Holly. Holly why are you sleeping on top of me."" The rapper later shared a video of Holly as the dog continued to disturb his sleep. The video showed Holly getting comfortable in a blanket. Suga said in the video, ""Sometimes I am suspicious wondering if it's a human."" He captioned it, ""Even took the blanket off of me...are you a human or a puppy? Even snoring..."" BTS ARMY took to Twitter to react to the video, making Holly trend on the platform. One wrote, ""I'm gonna cry. I wanna cuddle Holly,"" while another commented, ""Holly is so adorable. I can imagine Yoongi recording this with a big smile on his face."" A third one wrote, ""Yoongi takes such good care of our fur baby he’s such an amazing dad."" Suga, along with his bandmates RM, Jin, J-Hope, Jimin, V, and Jungkook, returned to Seoul after their meeting with the US President. The band is now preparing for the release of their new album Proof. BTS has dropped multiple concept photos for the upcoming release, titled 'Proof' version and ‘Door’ version.","As per translation by a fan page, he captioned it, ""Last in the rank at home. "" A third one wrote, ""Yoongi takes such good care of our fur baby he’s such an amazing dad. "" Suga, along with his bandmates RM, Jin, J-Hope, Jimin, V, and Jungkook, returned to Seoul after their meeting with the US President","BTS has dropped multiple concept photos for the upcoming release, titled 'Proof' version and ‘Door’ version.  Holly why are you sleeping on top of me.  I can imagine Yoongi recording this with a big smile on his face.  I wanna cuddle Holly,"" while another commented, ""Holly is so adorable.  It's not a muffler but Holly.  One wrote, ""I'm gonna cry.  Suga said in the video, ""Sometimes I am suspicious wondering if it's a human.  The band is now preparing for the release of their new album Proof.  The video showed Holly getting comfortable in a blanket. "" BTS ARMY took to Twitter to react to the video, making Holly trend on the platform. "" He captioned it, ""Even took the blanket off of me. "" The rapper later shared a video of Holly as the dog continued to disturb his sleep. Suga took to his Weverse account to share a glimpse of Holly covering his neck like a blanket. are you a human or a puppy? Even snoring",4.358090929440101,2022-06-03T07:00:00Z,2,11
"In the video, Jungkook said, ""I got to feature in Charlie Puth's new song Left and Right. I'm so grateful that he reached out to me."" Speaking about the first impression of the song, Jungkook said, ""It was different. He's really experimenting with his music. 'That's so cool. That's amazing. I wish I could do that. I want to be like that', those were my thoughts."" He also added, ""'Could I make this song sound good? Will our voices sound good together?' I kept thinking about these things apart from the fact that it was a great song."" As the video continued, Band PD told him, ""Let's review what we've done so far"". After responding 'okay', Jungkook started an impromptu dance with steps from BTS member Suga and singer PSY's That That. Replying to a question on the things he took particular care about during recording, Jungkook said, ""There's a distinct tone to every voice. So I hoped when I sang with Charlie our voices would be compatible. Since I had to express myself through my voice but also make it blend into the song so that it sounds harmonious. I think that was my main concern."" He also revealed that 'Ever since the d-day you went away' is his favourite part of the song. Jungkook also said that he had 'so much trouble' in pronouncing the word 'tangled' in the song. The youngest BTS member also said, ""I wasn't sure if I should be the one to feature in the song but when Charlie and I messaged each other, he said he really loved my voice."" During the recording, Jungkook also goofed around as he sang an opera version of the song. Jungkook said that both he and Charlie used translators to communicate. ""Charlie messaged in Korean and I messaged in English. We talked about filming short-form content."" As the video ended, Jungkook said, ""I was given this amazing opportunity. I did my best recording the song so I hope you enjoy it as well as Charlie and my chemistry. I'd like to do more projects like this if I get the chance."" Last month, Charlie and Jungkook's latest single Left and Right was released. Earlier, Jungkook did a cover of Charlie's hit, We Don't Talk Anymore.","Replying to a question on the things he took particular care about during recording, Jungkook said, ""There's a distinct tone to every voice.  The youngest BTS member also said, ""I wasn't sure if I should be the one to feature in the song but when Charlie and I messaged each other, he said he really loved my voice. "" He also added, ""'Could I make this song sound good? Will our voices sound good together?' I kept thinking about these things apart from the fact that it was a great song","""Charlie messaged in Korean and I messaged in English.  'That's so cool.  After responding 'okay', Jungkook started an impromptu dance with steps from BTS member Suga and singer PSY's That That.  Earlier, Jungkook did a cover of Charlie's hit, We Don't Talk Anymore.  He's really experimenting with his music.  I did my best recording the song so I hope you enjoy it as well as Charlie and my chemistry.  I think that was my main concern.  I want to be like that', those were my thoughts.  I wish I could do that.  I'd like to do more projects like this if I get the chance.  I'm so grateful that he reached out to me.  Jungkook also said that he had 'so much trouble' in pronouncing the word 'tangled' in the song.  Jungkook said that both he and Charlie used translators to communicate.  Since I had to express myself through my voice but also make it blend into the song so that it sounds harmonious.  So I hoped when I sang with Charlie our voices would be compatible.  That's amazing.  We talked about filming short-form content. "" As the video continued, Band PD told him, ""Let's review what we've done so far"". "" As the video ended, Jungkook said, ""I was given this amazing opportunity. "" During the recording, Jungkook also goofed around as he sang an opera version of the song. "" He also revealed that 'Ever since the d-day you went away' is his favourite part of the song. "" Last month, Charlie and Jungkook's latest single Left and Right was released. "" Speaking about the first impression of the song, Jungkook said, ""It was different. In the video, Jungkook said, ""I got to feature in Charlie Puth's new song Left and Right",5.173638281027769,2022-07-05T07:00:00Z,2,11
"Last year in December, BTS members - RM, Jin, Suga, J-Hope, Jimin, Taehyung and Jungkook - made their Instagram debut and all hell broke loose. The number of followers on each of the BTS members' pages started growing within seconds and it's continuing to grow even now. In fact, the mass following led to the Instagram glitch. Today, BTS ARMY, we will be having a look at the earnings (as reported by Koreaboo), BTS aka Bangtan Boys can make if they start dropping sponsored posts. Well, it's not easy since the price per post is quite high BTS leader RM aka Kim Namjoon has more than 36M followers on Instagram. His account name is rkive and has 107 posts which are about his museum outings, concerts pictures and more. As per the report, the cost of a sponsored post on Namjoon's account would be $16K about Rs 12 lakhs The eldest BTS member has put 'jin' as his username on Instagram. He has more than 37M followers on Instagram. The worldwide handsome hyung and BTS member share adorable snaps of himself. As per the report, Jin can earn up to $51K to $614K which is quite high Suga boasts 36M plus followers on Instagram. The That That and Yet To Come hitmaker, who also goes by the name of AgustD, has an engagement rate of 29%. Yoongi's Instagram posts include selfies, photoshoots and more. He can make $54K USD to $645K which can be over Rs 40 lakhs plus.' J-Hope aka Jung Hoseok has a fan following of 37M plus. He recently dropped his album Jack in the Box which has won hearts of the pop fans all across the globe. J-Hope has an engagement rate of 20% and he can earn about $37K USD to $449K which is about Rs 30 lakhs and more Jimin enjoys 39M plus followers on Instagram. He is the eldest in the maknae line. Jimin is rarely active on Instagram and has just 23 posts. The engagement rate on Jimin's every post is 32.55%. He can earn about  $63K USD to $756K USD which is well over Rs 50 lakh per post Taetae's Instagram boasts 47M plus Instagram followers. He has an engagement rate of Rs 29%. Taehyung's IG posts are unique like himself. He can get about $68K USD-$810K USD which is more than Rs 54 lakhs per post The Golden Maknae of BTS has 43M plus Instagram followers. He had recently deleted all of his Instagram posts to make his IF feed look better. He has a definite pattern which he now follows. Jungkook's posts have an engagement rate of 15.5%, it seems. He can earn about $33K USD to $395K which is more than 20 lakh per post. Well, the figures are not fully accurate as each of the members has a massive impression on everyone","As per the report, the cost of a sponsored post on Namjoon's account would be $16K about Rs 12 lakhs The eldest BTS member has put 'jin' as his username on Instagram.  J-Hope has an engagement rate of 20% and he can earn about $37K USD to $449K which is about Rs 30 lakhs and more Jimin enjoys 39M plus followers on Instagram.  Today, BTS ARMY, we will be having a look at the earnings (as reported by Koreaboo), BTS aka Bangtan Boys can make if they start dropping sponsored posts","As per the report, Jin can earn up to $51K to $614K which is quite high Suga boasts 36M plus followers on Instagram.  He can earn about $33K USD to $395K which is more than 20 lakh per post.  He can earn about  $63K USD to $756K USD which is well over Rs 50 lakh per post Taetae's Instagram boasts 47M plus Instagram followers.  He can get about $68K USD-$810K USD which is more than Rs 54 lakhs per post The Golden Maknae of BTS has 43M plus Instagram followers.  He can make $54K USD to $645K which can be over Rs 40 lakhs plus.  He had recently deleted all of his Instagram posts to make his IF feed look better.  He has a definite pattern which he now follows.  He has an engagement rate of Rs 29%.  He has more than 37M followers on Instagram.  He is the eldest in the maknae line.  He recently dropped his album Jack in the Box which has won hearts of the pop fans all across the globe.  His account name is rkive and has 107 posts which are about his museum outings, concerts pictures and more.  In fact, the mass following led to the Instagram glitch.  Jimin is rarely active on Instagram and has just 23 posts.  Jungkook's posts have an engagement rate of 15.  Taehyung's IG posts are unique like himself.  The That That and Yet To Come hitmaker, who also goes by the name of AgustD, has an engagement rate of 29%.  The engagement rate on Jimin's every post is 32.  The number of followers on each of the BTS members' pages started growing within seconds and it's continuing to grow even now.  The worldwide handsome hyung and BTS member share adorable snaps of himself.  Well, it's not easy since the price per post is quite high BTS leader RM aka Kim Namjoon has more than 36M followers on Instagram.  Well, the figures are not fully accurate as each of the members has a massive impression on everyone.  Yoongi's Instagram posts include selfies, photoshoots and more. ' J-Hope aka Jung Hoseok has a fan following of 37M plus. 5%, it seems. 55%. Last year in December, BTS members - RM, Jin, Suga, J-Hope, Jimin, Taehyung and Jungkook - made their Instagram debut and all hell broke loose",5.180413938752712,2022-07-18T07:00:00Z,1,11
